Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,w-dl
-414,-1,-8,7,-1,1,11,-2,2,-22,-2,0,0,-3,-2,20,4,10,-6,-8,-14,-4,0,-4,3,1,-25,4,0,0,-5,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-127,4,12,12,8,-8,-6,6,-5,-7,-5,0,-5,-1,5,4,3,3,-5,0,4,1,-1,-7,-3,2,-11,-10,0,0,1,0,0,0,0,2,0,0,-3,1,0,2,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
127,-4,-12,-12,-8,8,6,-6,5,7,5,0,5,1,-5,-4,-3,-3,5,0,-4,-1,1,7,3,0,11,10,2,0,-1,0,6,0,0,-2,0,0,3,-1,0,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-71,4,-5,6,-4,5,7,4,-1,-17,1,0,3,0,1,21,5,5,0,-9,-1,-3,-2,1,-16,0,-1,6,2,2,2,0,2,7,0,1,0,1,-2,0,0,1,1,1,0,0,0,0,0,0,-3,0,0,0,2,0,0,0,0,0,0,0,-1
71,-4,5,-6,4,-5,-7,-4,1,17,-1,0,-3,0,-1,-21,-5,-5,0,9,1,3,2,-1,16,0,1,-6,-2,0,-2,0,-2,-7,0,-1,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1
-35,4,-1,-6,3,-3,-2,0,-1,16,-3,0,3,0,1,1,-7,-15,-9,-2,-3,2,2,-3,11,0,-6,11,-1,0,-3,1,-4,2,0,-1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
35,-4,1,6,-3,3,2,0,1,-16,3,0,-3,0,-1,-1,7,15,9,2,3,-2,-2,3,-11,1,6,-11,1,1,3,0,4,-2,0,1,0,0,-1,0,0,2,0,0,-1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,1
-272,-2,-5,-12,-6,6,5,-1,8,-4,-13,0,4,-3,-8,0,-10,14,6,-8,-5,1,3,11,-3,5,-20,9,2,0,-1,2,-2,-2,0,0,0,1,-2,-3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1
272,2,5,12,6,-6,-5,1,-8,4,13,0,-4,3,8,0,10,-14,-6,8,5,-1,0,-11,3,0,20,-9,-2,0,1,0,2,2,1,0,1,0,2,3,0,1,-1,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-91,-8,-5,-5,8,-9,4,-9,1,-12,-3,0,-1,-1,-1,0,7,4,4,8,3,1,-2,-2,3,0,-5,-7,7,0,5,1,4,-3,0,0,2,0,-2,2,0,-3,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
91,8,5,5,-8,9,-4,9,-1,12,3,1,1,1,1,0,-7,-4,-4,-8,-3,-1,2,2,-3,0,5,7,-7,0,-5,0,0,3,0,0,0,0,2,0,0,3,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1
23,-3,7,-7,-11,11,-5,-6,-3,22,2,0,2,1,3,-25,-7,-6,-1,11,1,2,-2,-4,0,0,16,-3,8,0,4,4,1,0,0,-2,2,-1,4,0,0,0,-1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1
-23,3,-7,7,11,-11,5,6,3,-22,-2,0,-2,-1,-3,25,7,6,1,-11,-1,-2,2,4,0,0,-16,3,-8,0,-4,0,-1,0,0,2,-2,1,-4,0,0,0,1,-2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1
3,8,-8,-4,9,-9,0,-5,0,20,-3,0,2,2,0,-16,-11,-11,1,7,1,4,4,1,0,-2,9,17,0,0,-8,2,-3,-6,0,1,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-3,-8,8,4,-9,9,0,5,0,-20,3,0,-2,0,0,16,11,11,-1,-7,-1,-4,0,-1,0,2,-9,-17,2,1,8,-2,3,6,0,-1,0,2,-3,0,0,0,0,-2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-170,2,0,-13,-1,1,4,-5,4,-4,-4,0,-1,0,-4,-1,14,9,5,-3,4,5,-5,4,-2,1,7,-4,2,-2,-3,1,2,-3,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
170,-2,0,13,1,-1,-4,5,-4,4,4,0,1,0,4,1,-14,-9,-5,3,-4,-5,5,-4,2,-1,-7,4,-2,2,3,-1,-2,3,1,1,0,1,-1,0,0,-2,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
141,-1,-12,9,10,-9,-5,0,11,24,13,0,1,0,-11,-24,-5,2,-6,-3,-5,-3,3,-4,1,2,8,7,-1,0,3,0,3,4,0,0,0,0,-1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-141,1,12,-9,-10,9,5,0,-11,-24,-13,0,-1,0,11,24,5,-2,6,3,5,3,-3,4,-1,-2,-8,-7,1,3,-3,0,-3,0,0,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
-25,-2,2,-8,0,0,-1,3,7,-8,6,0,1,-2,-8,5,-4,9,0,-6,-4,5,0,-8,9,0,8,6,-2,-1,0,0,0,-9,0,0,0,-1,2,0,0,-3,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,-1
25,2,-2,8,0,0,1,-3,-7,8,-6,0,-1,2,8,-5,4,-9,0,6,4,-5,0,8,-9,4,-8,-6,2,1,0,1,4,9,0,0,2,1,-2,0,0,3,1,0,2,0,0,2,0,1,-2,0,0,0,0,0,0,0,2,0,0,0,1
43,-8,-3,-12,10,-10,-7,-1,-2,-10,2,1,3,11,2,4,1,6,4,1,0,-1,0,-7,-3,-4,21,-5,4,5,-1,3,3,3,0,2,1,2,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-43,8,3,12,-10,10,7,1,2,10,-2,0,-3,-11,-2,-4,-1,-6,-4,-1,0,1,0,7,3,4,-21,5,-4,-5,1,0,-3,-3,0,-2,0,0,-6,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,-1
13,2,1,4,5,-8,-9,2,-3,-5,3,1,10,-3,3,3,-8,4,3,-2,7,-1,0,-2,6,-3,-3,7,-1,2,-3,-1,-1,2,0,-1,0,0,0,0,0,0,-1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-13,-2,-1,-4,-5,8,9,-2,3,5,-3,0,0,3,-3,-3,8,-4,-3,2,-7,1,0,2,-6,3,3,-7,1,0,3,1,1,-2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
64,-1,-5,2,2,-3,4,3,8,-4,-2,0,-1,0,-8,-4,-2,2,0,6,-4,4,7,3,-11,0,1,-6,1,0,-4,0,-1,-5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
-64,1,5,-2,-2,3,-4,-3,-8,4,2,0,1,0,8,4,2,-2,0,-6,4,-4,0,-3,11,4,-1,6,-1,0,4,0,1,5,0,1,0,3,5,0,0,1,2,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,7,3,-1,1,-1,4,1,3,-3,2,0,4,0,-3,13,-11,-8,-19,-2,-3,3,0,-7,8,0,14,22,0,2,-1,-1,0,1,0,0,1,0,0,2,0,2,0,-1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-20,-7,-3,1,-1,1,-4,-1,-3,3,-2,1,-4,0,3,-13,11,8,19,2,3,-3,0,7,-8,1,-14,-22,0,-2,1,1,0,-1,0,0,0,0,2,0,0,-2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,11,-7,-7,17,-17,-1,0,-9,14,5,1,16,2,9,1,-7,-15,-17,0,6,16,7,-4,11,0,13,25,-1,5,1,2,0,-2,0,0,0,0,0,0,0,1,2,-1,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-347,-11,7,7,-17,17,1,0,9,-14,-5,0,-16,-2,-9,-1,7,15,17,0,-6,-16,-7,4,-11,0,-13,-25,1,0,-1,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
-28,-7,-3,1,6,-6,-10,2,-12,-5,1,0,2,2,12,10,12,1,3,-5,-1,7,5,0,-15,-2,3,-11,7,2,1,-6,1,4,0,1,1,1,4,2,0,1,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,1
28,7,3,-1,-6,6,10,-2,12,5,-1,0,-2,-2,-12,-10,-12,-1,-3,5,1,-7,-5,0,15,2,-3,11,0,-2,-1,6,0,-4,0,-1,0,0,-4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
29,-17,-14,8,9,-9,-8,2,-4,26,10,0,-3,7,5,-20,7,-9,12,4,-1,-1,0,-12,1,-1,-18,-13,4,3,1,-1,3,0,0,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
-29,17,14,-8,-9,9,8,-2,4,-26,-10,0,3,0,-5,20,-7,9,-12,-4,1,1,0,12,-1,1,18,13,-4,0,-1,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
105,5,3,-8,11,-11,-1,1,-8,23,1,0,6,0,8,-3,7,-17,3,-4,3,6,3,-6,-13,-1,2,-4,-3,0,-5,-2,3,-3,0,4,0,0,-2,1,0,-2,3,-2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,-1
-105,-5,-3,8,-11,11,1,-1,8,-23,-1,0,-6,0,-8,3,-7,17,-3,4,-3,-6,-3,6,13,1,-2,4,3,0,5,2,-3,3,1,-4,2,0,2,-1,0,2,0,2,0,0,0,0,0,0,-2,0,0,0,0,1,1,0,0,0,0,0,1
-340,-14,2,-8,-7,7,-10,4,0,-9,-4,0,3,-5,0,7,5,2,6,0,6,4,-4,-4,-18,2,-23,0,-3,1,-9,2,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
340,14,-2,8,7,-7,10,-4,0,9,4,0,-3,5,0,-7,-5,-2,-6,0,-6,-4,4,4,18,0,23,0,3,-1,9,0,4,-2,0,0,0,1,0,0,0,0,0,-2,0,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-28,0,16,-7,11,-11,-5,-13,5,26,6,1,0,1,-5,-9,5,-19,2,2,1,6,0,-5,1,0,9,2,2,0,-2,0,-2,-2,0,0,0,0,0,3,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,0,-16,7,-11,11,5,13,-5,-26,-6,0,0,-1,5,9,-5,19,-2,-2,-1,-6,2,5,-1,0,-9,-2,0,0,2,0,2,2,0,0,0,0,0,-3,0,1,-2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1
-243,-10,5,-8,-5,5,1,-4,-2,-12,-1,0,3,-1,2,10,9,4,-3,-2,6,3,-1,2,-5,2,-5,9,-7,-1,-5,0,5,2,0,3,0,1,1,0,0,0,0,0,-1,-1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-1
243,10,-5,8,5,-5,-1,4,2,12,1,0,-3,1,-2,-10,-9,-4,3,2,-6,-3,1,-2,5,0,5,-9,7,1,5,0,0,-2,0,0,1,-1,-1,0,0,2,0,0,1,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1
55,-11,0,7,6,-6,-9,0,6,-14,-10,0,-1,11,-6,1,-9,16,-2,-2,0,2,1,9,-2,2,-12,-2,3,1,4,1,1,0,0,1,2,2,3,1,0,-1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
-55,11,0,-7,-6,6,9,0,-6,14,10,0,1,0,6,-1,9,-16,2,2,0,-2,-1,-9,2,-2,12,2,-3,-1,-4,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,-1
119,6,0,-13,4,-4,-1,3,4,-8,-1,2,2,2,-4,4,13,0,-7,5,2,-1,7,-5,2,5,14,-8,5,0,-2,-2,1,0,1,0,0,0,1,0,0,-1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-119,-6,0,13,-4,4,1,-3,-4,8,1,0,-2,-2,4,-4,-13,0,7,-5,-2,1,0,5,-2,-5,-14,8,-5,1,2,2,-1,0,0,0,1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
92,9,-1,5,3,-6,6,3,-5,-10,8,0,-4,-5,5,-4,5,12,0,2,-5,-7,-4,-4,-3,-4,17,-6,0,0,3,0,1,-4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1
-92,-9,1,-5,-3,6,-6,-3,5,10,-8,1,4,5,-5,4,-5,-12,0,-2,5,7,4,4,3,4,-17,6,3,0,-3,1,-1,4,0,0,0,1,0,0,0,0,3,-1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
-157,-17,1,-9,-1,1,-1,0,18,6,-3,0,-1,3,-18,-5,-3,1,2,-2,2,4,0,3,6,0,-23,-18,-1,0,-2,1,5,2,0,5,1,0,2,0,0,0,-1,3,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,1
157,17,-1,9,1,-1,1,0,-18,-6,3,0,1,0,18,5,3,-1,-2,2,-2,-4,0,-3,-6,0,23,18,1,2,2,0,-5,-2,0,0,0,0,-2,2,0,0,1,-3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
145,-7,-5,6,-3,4,-6,5,-5,-7,4,0,6,0,5,12,-13,-1,-1,-5,3,5,4,-5,7,-5,5,11,1,1,2,1,3,1,0,-1,0,0,-4,1,0,1,0,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
-145,7,5,-6,3,-4,6,-5,5,7,-4,1,-6,0,-5,-12,13,1,1,5,-3,-5,-4,5,-7,5,-5,-11,-1,-1,-2,-1,0,-1,0,1,0,0,4,-1,2,-1,0,0,0,-2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-132,12,10,-17,-6,7,8,5,4,-18,-9,0,11,2,-4,6,-14,14,-7,0,6,-4,3,6,15,3,-6,9,0,2,-2,0,-7,6,0,5,0,0,2,-3,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
132,-12,-10,17,6,-7,-8,-5,-4,18,9,0,-11,-2,4,-6,14,-14,7,0,-6,4,-3,-6,-15,-3,6,-9,0,-2,2,1,7,0,0,0,2,1,-2,3,0,0,-1,-2,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,1
-196,-13,0,-4,8,-10,-1,-1,-5,-18,-6,0,0,-1,5,13,17,13,11,-8,3,0,0,8,-13,4,-12,-19,0,0,0,-3,7,2,1,6,0,0,6,0,0,0,-2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
196,13,0,4,-8,10,1,1,5,18,6,0,14,1,-5,-13,-17,-13,-11,8,-3,14,8,-8,13,-4,12,19,2,3,0,3,-7,-2,0,-6,0,0,-6,0,0,0,2,1,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-85,0,-6,0,-7,5,-10,1,3,-21,-11,1,-4,1,-3,-5,17,26,14,0,2,-6,-6,12,-5,2,-32,-27,1,0,6,0,11,4,0,0,1,1,0,-1,0,1,-1,-2,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
85,0,6,0,7,-5,10,-1,-3,21,11,0,4,-1,3,5,-17,-26,-14,0,-2,6,6,-12,5,-2,32,27,-1,0,-6,2,0,-4,0,0,0,0,0,1,1,0,1,2,1,1,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,-1
247,-6,-2,5,2,-2,-2,2,-7,-4,5,0,3,2,7,2,-9,-2,1,4,17,3,1,-1,-6,-2,10,8,3,3,-2,2,1,5,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-247,6,2,-5,-2,2,2,-2,7,4,-5,1,-3,-2,-7,-2,9,2,-1,-4,-17,-3,-1,1,6,2,-10,-8,-3,0,2,0,-1,-5,0,0,0,0,3,0,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
-129,0,-4,18,-8,7,2,1,-5,-18,-1,0,-5,-2,5,33,-5,-3,-11,-12,-5,1,0,0,0,1,-17,0,-7,0,3,0,1,0,0,0,0,0,-1,2,0,-2,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,-1
129,0,4,-18,8,-7,-2,-1,5,18,1,2,5,2,-5,-33,5,3,11,12,5,-1,0,0,0,-1,17,0,7,0,-3,0,0,19,0,1,0,2,1,-2,0,2,1,1,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,1
13,6,8,5,5,-5,-10,-1,-3,33,9,1,-2,0,3,-8,-8,-27,-8,2,4,4,0,-8,7,-1,27,12,-1,0,1,3,-2,-5,0,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
-13,-6,-8,-5,-5,5,10,1,3,-33,-9,0,2,0,-3,8,8,27,8,-2,-4,-4,2,8,-7,1,-27,-12,1,2,-1,-3,2,5,0,-4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
20,-1,-5,4,-6,7,8,-6,0,10,-9,0,-8,2,0,-9,-10,3,10,-4,1,-4,-3,2,19,3,8,0,2,-2,6,0,0,-4,0,1,1,0,1,0,0,1,0,1,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,-1
-20,1,5,-4,6,-7,-8,6,0,-10,9,0,8,-2,0,9,10,-3,-10,4,-1,4,3,-2,-19,0,-8,0,-2,2,-6,0,0,4,0,0,0,0,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
57,2,-2,1,3,0,-10,-6,4,-23,-1,0,2,1,-4,-7,-2,16,6,14,0,0,-1,0,6,-1,7,-4,0,0,5,-2,2,0,0,-3,0,0,4,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1
-57,-2,2,-1,-3,0,10,6,-4,23,1,0,-2,-1,4,7,2,-16,-6,-14,0,0,1,0,-6,1,-7,4,2,0,-5,2,-2,0,0,3,0,0,-4,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,9,10,1,7,-10,-8,-2,-3,19,8,0,2,5,3,-7,3,-18,-4,6,6,4,7,0,-5,0,4,4,2,1,4,-1,-7,0,0,0,1,0,-2,0,1,0,0,0,0,1,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1
-141,-9,-10,-1,-7,10,8,2,3,-19,-8,0,-2,-5,-3,7,-3,18,4,-6,-6,-4,-7,0,5,1,-4,-4,0,0,-4,1,7,0,1,2,0,0,2,0,0,0,4,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,-1
196,16,4,11,-1,1,-6,-1,8,32,4,0,3,1,-9,-10,-6,-15,-6,-6,4,2,-2,-3,8,0,8,-6,3,1,0,4,1,-1,0,4,0,2,0,2,0,1,1,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1
-196,-16,-4,-11,1,-1,6,1,-8,-32,-4,0,-3,-1,9,10,6,15,6,6,-4,-2,2,3,-8,3,-8,6,-3,-1,0,-4,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1
-35,3,7,-3,0,1,6,2,-8,-14,-4,1,4,2,9,3,-7,20,14,-10,0,1,2,1,-13,-5,-15,6,4,0,1,0,0,1,0,0,2,1,1,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
35,-3,-7,3,0,-1,-6,-2,8,14,4,0,-4,-2,-9,-3,7,-20,-14,10,0,-1,-2,-1,13,5,15,-6,-4,0,-1,0,0,-1,1,4,0,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1
-183,-10,-6,-14,-22,21,5,1,6,-11,-5,0,-6,1,-6,-3,9,15,-3,-1,-2,-2,-3,1,5,3,-17,-14,1,0,1,1,6,1,1,0,2,1,-5,2,0,2,-1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
183,10,6,14,22,-21,-5,-1,-6,11,5,0,6,-1,6,3,-9,-15,3,1,2,2,3,-1,-5,-3,17,14,-1,1,-1,-1,-6,-1,0,5,0,0,5,0,0,0,1,-6,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,-1
243,24,-5,-9,-3,2,3,2,-4,47,13,0,9,8,5,-11,-24,-36,-24,0,7,13,14,-12,5,0,32,35,-2,5,-2,0,-6,-2,0,-3,0,1,-5,-1,0,2,1,-2,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,-1
-243,-24,5,9,3,-2,-3,-2,4,-47,-13,0,-9,-8,-5,11,24,36,24,0,-7,-13,0,12,-5,0,-32,-35,2,-5,2,0,6,2,0,3,1,0,5,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
-137,2,-1,-6,-2,3,-2,7,-5,-20,-4,0,-2,0,5,7,0,19,-2,-5,5,-7,-3,-3,-12,3,-18,-1,-3,0,2,0,1,3,0,-1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
137,-2,1,6,2,-3,2,-7,5,20,4,1,2,8,-5,-7,0,-19,2,5,-5,7,3,3,12,0,18,1,3,2,-2,0,0,-3,0,1,1,1,0,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,2,7,-4,-13,12,4,4,6,6,1,0,4,-3,-6,6,4,-5,6,-7,-5,-4,2,-4,1,0,6,-1,-2,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,3,-1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,-1
-195,-2,-7,4,13,-12,-4,-4,-6,-6,-1,0,-4,3,6,-6,-4,5,-6,7,5,4,-2,4,-1,2,-6,1,2,-1,1,1,1,0,0,3,1,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1
-26,2,-2,9,-8,8,2,-10,-3,8,-3,0,-3,0,3,-6,8,-3,3,1,-5,-7,5,3,-10,2,-3,-9,-2,0,-5,2,-3,3,0,-1,1,0,-4,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1
26,-2,2,-9,8,-8,-2,10,3,-8,3,0,3,0,-3,6,-8,3,-3,-1,5,7,-5,-3,10,-2,3,9,2,6,5,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
103,12,8,-10,-9,9,1,-2,4,36,-1,0,12,3,-4,-14,-11,-22,-8,-2,3,11,8,1,1,1,3,27,4,4,-3,2,0,2,0,1,0,0,-5,0,0,0,4,-1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-1
-103,-12,-8,10,9,-9,-1,2,-4,-36,1,0,0,-3,4,14,11,22,8,2,-3,-11,0,-1,-1,-1,-3,-27,-4,0,3,0,11,0,0,-1,1,0,5,1,0,1,-4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
166,3,2,4,0,1,-2,-10,-8,45,4,0,5,-3,8,-18,-14,-42,7,14,5,6,1,-3,0,3,4,19,2,0,1,4,-5,5,0,2,0,0,-1,-2,0,0,3,3,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-1
-166,-3,-2,-4,0,-1,2,10,8,-45,-4,1,-5,3,-8,18,14,42,-7,-14,-5,-6,-1,3,0,-3,-4,-19,0,1,-1,0,5,-5,0,-2,0,1,1,2,0,0,0,-3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
-308,-1,12,-3,6,-6,10,2,5,-32,-10,0,-3,4,-5,12,3,23,0,-2,3,-1,0,12,-1,0,-29,-13,0,0,-5,-1,1,0,1,-1,1,0,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,1,-12,3,-6,6,-10,-2,-5,32,10,1,3,-4,5,-12,-3,-23,0,2,-3,1,0,-12,1,0,29,13,0,0,5,1,-1,1,0,1,0,0,-1,0,0,0,1,-2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1
297,4,-6,-5,-2,2,-2,-6,7,37,11,0,0,-2,-7,-21,-6,-20,0,4,4,8,1,0,7,-2,49,7,2,1,10,-3,1,0,0,0,0,0,0,0,0,0,3,-3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
