,Pass-Simple pass-accurate,Pass-High pass-accurate,Pass-Head pass-accurate,Pass-Simple pass-not accurate,Duel-Air duel-accurate,Duel-Air duel-not accurate,Pass-High pass-not accurate,Pass-Head pass-not accurate,Duel-Ground loose ball duel-not accurate,Duel-Ground attacking duel-accurate,Free Kick-Free Kick-accurate,Pass-Cross-assist,Pass-Cross-accurate,Shot-Shot-accurate,Duel-Ground loose ball duel-accurate,Duel-Ground defending duel-accurate,Others on the ball-Clearance-not accurate,Duel-Ground defending duel-not accurate,Others on the ball-Touch-interception,Duel-Ground attacking duel-not accurate,Others on the ball-Acceleration-accurate,Shot-Shot-not accurate,Free Kick-Corner-accurate,Foul,Free Kick-Throw in-accurate,Free Kick-Throw in-not accurate,Others on the ball-Touch,Pass-Cross-not accurate,Pass-Smart pass-accurate,Pass-Cross-key pass,Pass-Smart pass-not accurate,Free Kick-Corner-not accurate,Others on the ball-Clearance-accurate,Others on the ball-Touch-missed ball,Pass-Simple pass-assist,Pass-Launch-accurate,Pass-Smart pass-key pass,Pass-Simple pass-key pass,Pass-Launch-not accurate,Free Kick-Free Kick-not accurate,Pass-Head pass-assist,Others on the ball-Touch-counter attack,Free Kick-Free kick cross-accurate,Foul-yellow card,Others on the ball-Touch-opportunity,Others on the ball-Touch-feint,Free Kick-Free kick shot-accurate,Pass-High pass-key pass,Free Kick-Free kick shot-not accurate,Pass-Smart pass-assist,Free Kick-Free kick cross-not accurate,Others on the ball-Clearance,Others on the ball-Acceleration-not accurate,Free Kick-Goal kick,Others on the ball-Touch-dangerous ball lost,Foul-red card,Foul-second yellow card,Pass-Head pass-key pass,Free Kick-Penalty,Free Kick-Penalty-not accurate,Pass-High pass-assist,Pass-Hand pass-accurate,goal-scored
2962,228.0,6.0,12.0,-4.0,1.0,0.0,7.0,5.0,-7.0,18.0,-1.0,0.0,4.0,3.0,7.0,-5.0,-9.0,-8.0,-1.0,-5.0,3.0,9.0,5.0,1.0,8.0,-2.0,27.0,13.0,2.0,2.0,5.0,2.0,0.0,-4.0,0.0,0.0,0.0,4.0,-8.0,0.0,0.0,0.0,-1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2963,-228.0,-6.0,-12.0,4.0,-1.0,0.0,-7.0,-5.0,7.0,-18.0,1.0,1.0,-4.0,-3.0,-7.0,5.0,9.0,8.0,1.0,5.0,-3.0,-9.0,-5.0,-1.0,-8.0,2.0,-27.0,-13.0,0.0,-2.0,-5.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,-25.0,8.0,1.0,-4.0,-7.0,7.0,2.0,-5.0,7.0,19.0,8.0,0.0,-1.0,-3.0,-7.0,-14.0,-1.0,-10.0,2.0,5.0,2.0,-17.0,2.0,-12.0,2.0,-1.0,6.0,0.0,1.0,0.0,4.0,3.0,-1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,25.0,-8.0,-1.0,4.0,7.0,-7.0,-2.0,5.0,-7.0,-19.0,-8.0,1.0,1.0,3.0,7.0,14.0,1.0,10.0,-2.0,-5.0,-2.0,17.0,-2.0,12.0,-2.0,1.0,-6.0,0.0,-1.0,0.0,-4.0,-3.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,-305.0,-9.0,-7.0,-21.0,10.0,-10.0,5.0,-2.0,-1.0,-16.0,-5.0,0.0,0.0,-7.0,1.0,8.0,16.0,1.0,8.0,7.0,-1.0,-1.0,-5.0,6.0,-5.0,0.0,-11.0,-14.0,2.0,0.0,-2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
2967,305.0,9.0,7.0,21.0,-10.0,10.0,-5.0,2.0,1.0,16.0,5.0,0.0,0.0,7.0,-1.0,-8.0,-16.0,-1.0,-8.0,-7.0,1.0,1.0,5.0,-6.0,5.0,0.0,11.0,14.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2968,-413.0,-4.0,-12.0,-12.0,1.0,-2.0,5.0,-3.0,-1.0,-42.0,-3.0,0.0,-3.0,-4.0,1.0,6.0,27.0,38.0,14.0,-2.0,3.0,-4.0,0.0,-4.0,-15.0,5.0,-41.0,-37.0,-4.0,0.0,1.0,-6.0,13.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,-3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2969,413.0,4.0,12.0,12.0,-1.0,2.0,-5.0,3.0,1.0,42.0,3.0,0.0,3.0,4.0,-1.0,-6.0,-27.0,-38.0,-14.0,2.0,-3.0,4.0,8.0,4.0,15.0,0.0,41.0,37.0,4.0,0.0,-1.0,6.0,-13.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2970,163.0,22.0,5.0,9.0,5.0,-5.0,1.0,1.0,-9.0,36.0,4.0,1.0,4.0,7.0,9.0,-15.0,-2.0,-15.0,-1.0,-6.0,4.0,1.0,-2.0,3.0,2.0,-2.0,36.0,6.0,2.0,1.0,0.0,0.0,-4.0,3.0,0.0,-2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,-3.0,1.0,1.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2971,-163.0,-22.0,-5.0,-9.0,-5.0,5.0,-1.0,-1.0,9.0,-36.0,-4.0,0.0,-4.0,-7.0,-9.0,15.0,2.0,15.0,1.0,6.0,-4.0,-1.0,2.0,-3.0,-2.0,2.0,-36.0,-6.0,-2.0,0.0,1.0,0.0,4.0,-3.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
2972,96.0,14.0,6.0,5.0,-12.0,11.0,-3.0,4.0,-9.0,13.0,-2.0,0.0,1.0,-4.0,9.0,0.0,-5.0,-13.0,-5.0,-1.0,6.0,1.0,-1.0,-3.0,5.0,0.0,15.0,16.0,-1.0,0.0,-1.0,-1.0,-1.0,-2.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2973,-96.0,-14.0,-6.0,-5.0,12.0,-11.0,3.0,-4.0,9.0,-13.0,2.0,1.0,-1.0,4.0,-9.0,0.0,5.0,13.0,5.0,1.0,-6.0,-1.0,1.0,3.0,-5.0,6.0,-15.0,-16.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,-1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2974,-303.0,-11.0,-8.0,-7.0,6.0,-6.0,9.0,-4.0,-5.0,-35.0,-5.0,0.0,-5.0,0.0,5.0,33.0,19.0,19.0,2.0,-17.0,1.0,-5.0,-2.0,2.0,-30.0,2.0,-18.0,-7.0,1.0,0.0,-1.0,0.0,0.0,-6.0,0.0,-1.0,0.0,0.0,-5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2975,303.0,11.0,8.0,7.0,-6.0,6.0,-9.0,4.0,5.0,35.0,5.0,0.0,5.0,0.0,-5.0,-33.0,-19.0,-19.0,-2.0,17.0,-1.0,5.0,2.0,-2.0,30.0,-2.0,18.0,7.0,-1.0,2.0,1.0,4.0,0.0,6.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
2976,474.0,12.0,-1.0,18.0,5.0,-5.0,-4.0,1.0,-1.0,50.0,3.0,0.0,4.0,-2.0,1.0,-3.0,-13.0,-40.0,-2.0,-7.0,-4.0,6.0,2.0,-1.0,11.0,0.0,70.0,14.0,-1.0,1.0,0.0,0.0,0.0,-4.0,0.0,-1.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2977,-474.0,-12.0,1.0,-18.0,-5.0,5.0,4.0,-1.0,1.0,-50.0,-3.0,0.0,-4.0,2.0,-1.0,3.0,13.0,40.0,2.0,7.0,4.0,-6.0,-2.0,1.0,-11.0,1.0,-70.0,-14.0,1.0,-1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2978,-143.0,-14.0,-9.0,-13.0,-1.0,1.0,-11.0,-6.0,-4.0,6.0,-1.0,0.0,2.0,1.0,4.0,-12.0,2.0,-2.0,0.0,8.0,5.0,8.0,8.0,1.0,12.0,3.0,-3.0,2.0,0.0,0.0,4.0,0.0,-5.0,-3.0,0.0,1.0,0.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2979,143.0,14.0,9.0,13.0,1.0,-1.0,11.0,6.0,4.0,-6.0,1.0,0.0,-2.0,-1.0,-4.0,12.0,-2.0,2.0,0.0,-8.0,-5.0,-8.0,-8.0,-1.0,-12.0,-3.0,3.0,-2.0,0.0,0.0,-4.0,0.0,5.0,3.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
2980,485.0,0.0,-1.0,31.0,0.0,-1.0,-4.0,-4.0,8.0,24.0,5.0,2.0,2.0,7.0,-8.0,11.0,-2.0,-25.0,2.0,-10.0,-8.0,4.0,-1.0,-6.0,4.0,0.0,33.0,0.0,5.0,1.0,4.0,-2.0,-1.0,-6.0,0.0,0.0,1.0,2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2981,-485.0,0.0,1.0,-31.0,0.0,1.0,4.0,4.0,-8.0,-24.0,-5.0,0.0,-2.0,-7.0,8.0,-11.0,2.0,25.0,-2.0,10.0,8.0,-4.0,1.0,6.0,-4.0,3.0,-33.0,0.0,-5.0,0.0,-4.0,2.0,1.0,6.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2982,-90.0,-13.0,4.0,-3.0,-3.0,2.0,9.0,1.0,-1.0,-26.0,-1.0,0.0,-4.0,-5.0,1.0,16.0,4.0,10.0,-5.0,-1.0,-5.0,-1.0,0.0,-1.0,-3.0,-2.0,-4.0,-7.0,-4.0,0.0,-2.0,-3.0,1.0,3.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
2983,90.0,13.0,-4.0,3.0,3.0,-2.0,-9.0,-1.0,1.0,26.0,1.0,1.0,4.0,5.0,-1.0,-16.0,-4.0,-10.0,5.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,4.0,7.0,4.0,0.0,2.0,3.0,-1.0,-3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
2984,272.0,16.0,-3.0,7.0,0.0,0.0,-1.0,-2.0,-3.0,6.0,-3.0,0.0,0.0,7.0,3.0,-13.0,-14.0,1.0,0.0,5.0,-1.0,9.0,8.0,4.0,6.0,0.0,8.0,4.0,4.0,1.0,5.0,-2.0,-2.0,-3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2985,-272.0,-16.0,3.0,-7.0,0.0,0.0,1.0,2.0,3.0,-6.0,3.0,1.0,0.0,-7.0,-3.0,13.0,14.0,-1.0,0.0,-5.0,1.0,-9.0,-8.0,-4.0,-6.0,1.0,-8.0,-4.0,-4.0,0.0,-5.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2986,172.0,10.0,-6.0,9.0,1.0,0.0,11.0,4.0,0.0,-3.0,1.0,0.0,1.0,2.0,1.0,12.0,1.0,-5.0,-4.0,-5.0,-9.0,-2.0,-5.0,2.0,-4.0,0.0,25.0,7.0,-2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2987,-172.0,-10.0,6.0,-9.0,-1.0,0.0,-11.0,-4.0,0.0,3.0,-1.0,0.0,-1.0,-2.0,-1.0,-12.0,-1.0,5.0,4.0,5.0,9.0,2.0,5.0,-2.0,4.0,2.0,-25.0,-7.0,2.0,0.0,-2.0,2.0,-4.0,7.0,0.0,5.0,0.0,2.0,7.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2988,-148.0,-1.0,-3.0,5.0,-4.0,4.0,3.0,0.0,5.0,-21.0,-4.0,0.0,0.0,-3.0,-5.0,8.0,-2.0,15.0,-2.0,-2.0,4.0,2.0,-2.0,4.0,6.0,4.0,-21.0,-8.0,-1.0,-1.0,-2.0,-2.0,5.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2989,148.0,1.0,3.0,-5.0,4.0,-4.0,-3.0,0.0,-5.0,21.0,4.0,0.0,0.0,3.0,5.0,-8.0,2.0,-15.0,2.0,2.0,-4.0,-2.0,2.0,-4.0,-6.0,-4.0,21.0,8.0,1.0,1.0,2.0,2.0,-5.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2990,57.0,4.0,6.0,9.0,-4.0,4.0,-4.0,1.0,-1.0,23.0,3.0,0.0,-2.0,-2.0,1.0,-7.0,-7.0,-18.0,-5.0,2.0,-4.0,-3.0,-3.0,0.0,1.0,1.0,30.0,8.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0
2991,-57.0,-4.0,-6.0,-9.0,4.0,-4.0,4.0,-1.0,1.0,-23.0,-3.0,1.0,2.0,2.0,-1.0,7.0,7.0,18.0,5.0,-2.0,4.0,3.0,3.0,0.0,-1.0,-1.0,-30.0,-8.0,-2.0,0.0,0.0,0.0,4.0,-1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
2992,163.0,1.0,7.0,14.0,-9.0,10.0,0.0,1.0,-2.0,22.0,-2.0,0.0,2.0,0.0,2.0,1.0,-6.0,-20.0,-6.0,-2.0,-5.0,7.0,1.0,1.0,17.0,1.0,18.0,5.0,2.0,1.0,4.0,3.0,0.0,-12.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2993,-163.0,-1.0,-7.0,-14.0,9.0,-10.0,0.0,-1.0,2.0,-22.0,2.0,2.0,-2.0,0.0,-2.0,-1.0,6.0,20.0,6.0,2.0,5.0,-7.0,-1.0,-1.0,-17.0,-1.0,-18.0,-5.0,-2.0,-1.0,-4.0,-3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2994,107.0,18.0,0.0,7.0,5.0,-4.0,3.0,0.0,2.0,-30.0,10.0,0.0,-4.0,-1.0,-4.0,13.0,11.0,26.0,-2.0,1.0,-7.0,-6.0,-5.0,-5.0,-4.0,-1.0,-9.0,-11.0,3.0,0.0,4.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2995,-107.0,-18.0,0.0,-7.0,-5.0,4.0,-3.0,0.0,-2.0,30.0,-10.0,0.0,4.0,1.0,4.0,-13.0,-11.0,-26.0,2.0,-1.0,7.0,6.0,5.0,5.0,4.0,1.0,9.0,11.0,-3.0,0.0,-4.0,0.0,-2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2996,-29.0,-3.0,0.0,5.0,-3.0,2.0,-6.0,5.0,-1.0,-2.0,2.0,0.0,3.0,0.0,1.0,-3.0,-1.0,6.0,10.0,-5.0,1.0,-5.0,2.0,0.0,-7.0,-1.0,-16.0,2.0,-4.0,0.0,0.0,-3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2997,29.0,3.0,0.0,-5.0,3.0,-2.0,6.0,-5.0,1.0,2.0,-2.0,0.0,-3.0,0.0,-1.0,3.0,1.0,-6.0,-10.0,5.0,-1.0,5.0,-2.0,0.0,7.0,1.0,16.0,-2.0,4.0,1.0,13.0,3.0,-1.0,-2.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
2998,-215.0,-10.0,11.0,-2.0,-12.0,19.0,-1.0,-2.0,-4.0,-14.0,-2.0,0.0,-2.0,0.0,1.0,2.0,10.0,20.0,5.0,-2.0,0.0,-6.0,-1.0,-5.0,-7.0,-1.0,-16.0,-11.0,-4.0,1.0,-1.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,-2.0,3.0,0.0,0.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2999,215.0,10.0,-11.0,2.0,12.0,-19.0,1.0,2.0,4.0,14.0,2.0,0.0,2.0,0.0,-1.0,-2.0,-10.0,-20.0,-5.0,2.0,0.0,6.0,1.0,5.0,7.0,1.0,16.0,11.0,4.0,0.0,1.0,0.0,-1.0,-1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,26.0,15.0,11.0,-3.0,-2.0,8.0,-9.0,-2.0,9.0,-1.0,4.0,1.0,11.0,2.0,-2.0,-6.0,2.0,-5.0,0.0,-1.0,-4.0,1.0,3.0,1.0,-3.0,-2.0,6.0,5.0,-2.0,2.0,-3.0,3.0,4.0,-1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,-26.0,-15.0,-11.0,3.0,2.0,-8.0,9.0,2.0,-9.0,1.0,-4.0,0.0,-11.0,-2.0,2.0,6.0,-2.0,5.0,0.0,1.0,4.0,-1.0,0.0,-1.0,3.0,2.0,-6.0,-5.0,2.0,0.0,3.0,0.0,-4.0,1.0,0.0,0.0,2.0,1.0,-3.0,0.0,0.0,-1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,-202.0,-5.0,3.0,-9.0,-1.0,3.0,-7.0,-3.0,-2.0,3.0,2.0,0.0,0.0,1.0,2.0,-7.0,8.0,1.0,2.0,-7.0,-5.0,-2.0,-3.0,-7.0,-4.0,0.0,0.0,-3.0,0.0,-1.0,-5.0,-1.0,-2.0,-3.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3003,202.0,5.0,-3.0,9.0,1.0,-3.0,7.0,3.0,2.0,-3.0,-2.0,0.0,0.0,-1.0,-2.0,7.0,-8.0,-1.0,-2.0,7.0,5.0,2.0,3.0,7.0,4.0,0.0,0.0,3.0,3.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,-5.0,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3004,-86.0,6.0,-10.0,-10.0,7.0,-11.0,7.0,5.0,-6.0,4.0,-4.0,1.0,5.0,2.0,2.0,-5.0,-9.0,-4.0,-1.0,-2.0,3.0,2.0,2.0,-1.0,-2.0,5.0,-14.0,7.0,-1.0,-1.0,-1.0,2.0,0.0,-4.0,0.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3005,86.0,-6.0,10.0,10.0,-7.0,11.0,-7.0,-5.0,6.0,-4.0,4.0,0.0,-5.0,-2.0,-2.0,5.0,9.0,4.0,1.0,2.0,-3.0,-2.0,-2.0,1.0,2.0,-5.0,14.0,-7.0,1.0,1.0,1.0,-2.0,3.0,4.0,0.0,-2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
3006,246.0,0.0,-5.0,-10.0,0.0,2.0,1.0,-2.0,7.0,45.0,-2.0,0.0,1.0,2.0,-4.0,0.0,-7.0,-20.0,-10.0,-6.0,6.0,7.0,5.0,0.0,3.0,-2.0,8.0,9.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
3007,-246.0,0.0,5.0,10.0,0.0,-2.0,-1.0,2.0,-7.0,-45.0,2.0,0.0,0.0,0.0,4.0,0.0,7.0,20.0,10.0,6.0,-6.0,-7.0,0.0,0.0,-3.0,2.0,-8.0,-9.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
3008,317.0,5.0,-8.0,17.0,2.0,-5.0,-5.0,3.0,-3.0,-5.0,2.0,1.0,3.0,0.0,0.0,0.0,-5.0,-14.0,-3.0,-2.0,1.0,1.0,-1.0,-2.0,5.0,-2.0,-11.0,3.0,8.0,0.0,-1.0,1.0,-2.0,-1.0,2.0,-4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
3009,-317.0,-5.0,8.0,-17.0,-2.0,5.0,5.0,-3.0,3.0,5.0,-2.0,0.0,-3.0,0.0,0.0,0.0,5.0,14.0,3.0,2.0,-1.0,-1.0,1.0,2.0,-5.0,2.0,11.0,-3.0,-8.0,3.0,1.0,-1.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0
